pairnum,sex,zygosity,moed,faed,faminc,english,math,socsci,natsci,vocab,even
577,2,1,3,3,7,15,11,15,8,14,FALSE
577,2,1,3,3,7,17,13,8,17,16,TRUE
578,1,2,2,4,1,9,20,17,18,14,FALSE
578,1,2,2,4,1,13,18,16,20,12,TRUE
579,2,2,4,6,4,24,21,19,22,18,FALSE
579,2,2,4,6,4,17,14,18,17,15,TRUE
580,2,1,5,6,5,17,23,19,22,18,FALSE
580,2,1,5,6,5,20,20,18,23,19,TRUE
581,2,1,4,6,4,25,18,26,23,21,FALSE
581,2,1,4,6,4,24,24,25,24,22,TRUE
582,1,2,4,6,3,21,19,24,25,17,FALSE
582,1,2,4,6,3,27,29,28,30,24,TRUE
583,2,2,5,3,2,28,25,29,26,28,FALSE
583,2,2,5,3,2,19,21,22,23,22,TRUE
584,2,2,5,5,3,17,11,24,19,20,FALSE
584,2,2,5,5,3,18,13,15,17,15,TRUE
585,2,1,4,3,3,23,15,17,21,23,FALSE
585,2,1,4,3,3,21,22,18,20,21,TRUE
586,2,1,6,6,4,28,28,28,28,32,FALSE
586,2,1,6,6,4,29,29,27,29,30,TRUE
587,2,2,4,4,3,19,21,9,17,15,FALSE
587,2,2,4,4,3,18,18,12,20,15,TRUE
588,1,1,3,3,2,16,23,21,20,19,FALSE
588,1,1,3,3,2,17,19,19,23,20,TRUE
589,1,2,6,3,3,12,13,14,12,17,FALSE
589,1,2,6,3,3,17,18,14,12,13,TRUE
590,1,2,5,5,5,26,30,24,22,23,FALSE
590,1,2,5,5,5,20,24,12,17,18,TRUE
591,2,1,5,4,3,10,8,14,10,13,FALSE
591,2,1,5,4,3,15,8,13,11,15,TRUE
592,2,1,2,1,3,20,20,17,15,18,FALSE
592,2,1,2,1,3,17,22,14,17,17,TRUE
593,2,1,5,3,4,16,19,21,23,15,FALSE
593,2,1,5,3,4,20,20,20,24,15,TRUE
594,1,2,3,3,4,9,20,15,6,17,FALSE
594,1,2,3,3,4,15,17,16,12,17,TRUE
595,1,1,3,4,3,15,30,24,27,22,FALSE
595,1,1,3,4,3,16,24,23,25,17,TRUE
596,1,1,3,4,3,21,33,27,28,22,FALSE
596,1,1,3,4,3,20,31,28,29,22,TRUE
597,2,2,5,4,3,24,30,30,25,24,FALSE
597,2,2,5,4,3,23,22,26,28,23,TRUE
598,1,1,3,2,1,19,22,17,18,18,FALSE
598,1,1,3,2,1,14,14,15,18,15,TRUE
599,1,1,5,3,2,18,25,23,24,22,FALSE
599,1,1,5,3,2,20,27,22,27,26,TRUE
600,1,2,2,2,4,17,24,21,23,18,FALSE
600,1,2,2,2,4,14,22,18,17,20,TRUE
601,2,2,3,3,2,21,18,20,23,23,FALSE
601,2,2,3,3,2,19,17,17,16,18,TRUE
602,2,1,3,2,4,19,20,24,19,20,FALSE
602,2,1,3,2,4,20,21,20,23,20,TRUE
603,2,2,5,6,2,15,17,20,17,18,FALSE
603,2,2,5,6,2,17,20,18,11,15,TRUE
604,2,1,3,3,2,20,19,17,22,21,FALSE
604,2,1,3,3,2,19,14,14,13,18,TRUE
605,1,1,2,2,1,16,17,17,20,12,FALSE
605,1,1,2,2,1,10,20,19,19,15,TRUE
606,2,2,3,4,2,27,33,27,29,30,FALSE
606,2,2,3,4,2,21,23,28,19,27,TRUE
607,1,1,1,1,1,15,18,18,24,18,FALSE
607,1,1,1,1,1,18,16,19,17,16,TRUE
608,2,2,1,3,1,22,14,19,11,18,FALSE
608,2,2,1,3,1,20,17,17,15,21,TRUE
609,1,1,5,6,7,22,30,18,15,22,FALSE
609,1,1,5,6,7,24,22,17,23,22,TRUE
610,2,2,3,2,1,18,19,15,16,17,FALSE
610,2,2,3,2,1,11,12,17,16,18,TRUE
611,2,1,3,3,4,17,31,26,25,25,FALSE
611,2,1,3,3,4,12,20,23,23,24,TRUE
612,1,1,3,3,1,21,22,16,21,19,FALSE
612,1,1,3,3,1,19,26,20,24,18,TRUE
613,1,1,4,4,4,17,20,15,18,18,FALSE
613,1,1,4,4,4,16,17,19,19,16,TRUE
614,1,1,1,1,2,18,20,18,20,17,FALSE
614,1,1,1,1,2,20,20,19,17,20,TRUE
615,1,1,2,3,1,23,23,24,23,22,FALSE
615,1,1,2,3,1,26,29,23,25,23,TRUE
616,1,1,3,4,4,14,19,15,22,16,FALSE
616,1,1,3,4,4,16,18,16,21,17,TRUE
617,2,1,2,1,3,22,29,24,25,23,FALSE
617,2,1,2,1,3,24,26,22,29,27,TRUE
618,2,1,3,5,2,17,11,14,12,20,FALSE
618,2,1,3,5,2,14,10,10,16,19,TRUE
619,2,1,3,5,2,17,16,17,16,14,FALSE
619,2,1,3,5,2,17,18,17,10,15,TRUE
620,1,1,3,5,5,24,24,22,23,22,FALSE
620,1,1,3,5,5,17,20,21,23,18,TRUE
621,2,1,4,4,7,16,25,20,20,18,FALSE
621,2,1,4,4,7,14,18,15,22,19,TRUE
622,2,1,3,4,3,13,20,16,20,19,FALSE
622,2,1,3,4,3,16,27,22,23,19,TRUE
623,2,1,1,1,1,26,22,24,20,27,FALSE
623,2,1,1,1,1,25,20,24,26,26,TRUE
624,1,1,4,3,2,28,25,27,30,29,FALSE
624,1,1,4,3,2,19,24,23,28,25,TRUE
625,2,2,5,5,4,28,29,28,23,25,FALSE
625,2,2,5,5,4,20,17,20,23,21,TRUE
626,2,1,4,6,6,23,20,21,19,28,FALSE
626,2,1,4,6,6,26,24,25,22,28,TRUE
627,2,1,3,2,2,23,18,18,25,19,FALSE
627,2,1,3,2,2,23,18,21,19,22,TRUE
628,2,1,3,4,2,20,17,23,21,24,FALSE
628,2,1,3,4,2,23,23,22,16,22,TRUE
629,2,1,3,3,2,21,12,19,12,17,FALSE
629,2,1,3,3,2,16,19,15,21,17,TRUE
630,1,1,3,1,1,13,17,17,12,16,FALSE
630,1,1,3,1,1,14,26,16,20,16,TRUE
631,2,1,3,2,3,17,19,15,11,18,FALSE
631,2,1,3,2,3,16,20,16,11,18,TRUE
632,1,1,5,6,4,14,27,18,24,19,FALSE
632,1,1,5,6,4,13,23,15,12,19,TRUE
633,2,2,4,5,5,25,28,25,24,23,FALSE
633,2,2,4,5,5,22,19,24,16,25,TRUE
634,2,1,3,5,7,19,21,22,13,24,FALSE
634,2,1,3,5,7,17,28,28,19,27,TRUE
635,2,2,4,3,2,19,16,22,25,22,FALSE
635,2,2,4,3,2,23,16,17,14,20,TRUE
636,1,1,5,6,4,18,26,22,25,22,FALSE
636,1,1,5,6,4,21,24,23,27,22,TRUE
637,2,1,4,5,4,19,23,24,24,24,FALSE
637,2,1,4,5,4,17,19,21,17,21,TRUE
638,1,1,3,3,2,15,18,19,18,12,FALSE
638,1,1,3,3,2,16,22,21,18,13,TRUE
639,1,1,3,3,1,6,14,7,12,13,FALSE
639,1,1,3,3,1,14,18,17,13,17,TRUE
640,2,2,4,3,7,26,17,17,25,18,FALSE
640,2,2,4,3,7,20,22,15,14,18,TRUE
641,2,1,3,2,1,19,17,16,16,16,FALSE
641,2,1,3,2,1,16,18,17,17,18,TRUE
642,2,2,5,1,3,25,20,22,23,23,FALSE
642,2,2,5,1,3,21,20,16,17,21,TRUE
643,2,1,2,1,2,23,19,13,17,18,FALSE
643,2,1,2,1,2,22,17,15,20,18,TRUE
644,2,1,1,1,2,23,13,22,26,23,FALSE
644,2,1,1,1,2,24,23,19,23,22,TRUE
645,1,1,4,2,2,19,27,19,26,20,FALSE
645,1,1,4,2,2,17,26,23,25,21,TRUE
646,1,2,4,6,7,26,30,22,23,21,FALSE
646,1,2,4,6,7,25,31,26,27,23,TRUE
647,2,1,3,4,2,21,18,20,21,18,FALSE
647,2,1,3,4,2,19,20,16,19,14,TRUE
648,1,1,3,4,3,16,28,21,25,15,FALSE
648,1,1,3,4,3,19,31,26,27,21,TRUE
649,2,2,1,4,2,22,24,24,21,22,FALSE
649,2,2,1,4,2,24,32,27,31,24,TRUE
650,2,1,3,3,1,30,30,22,23,23,FALSE
650,2,1,3,3,1,28,27,17,17,23,TRUE
651,2,1,4,1,4,8,17,17,18,15,FALSE
651,2,1,4,1,4,18,16,15,21,15,TRUE
652,2,1,3,4,1,20,14,16,18,14,FALSE
652,2,1,3,4,1,19,16,20,23,22,TRUE
653,1,1,3,2,5,21,31,26,28,23,FALSE
653,1,1,3,2,5,23,30,29,25,23,TRUE
654,2,2,5,6,7,29,25,29,29,30,FALSE
654,2,2,5,6,7,28,28,29,29,30,TRUE
655,2,2,5,5,6,19,19,23,20,18,FALSE
655,2,2,5,5,6,22,22,24,16,27,TRUE
656,2,1,3,3,2,11,7,15,7,15,FALSE
656,2,1,3,3,2,16,12,18,8,18,TRUE
657,2,1,3,2,2,17,18,16,12,15,FALSE
657,2,1,3,2,2,16,19,14,15,16,TRUE
658,1,1,4,3,2,11,25,12,16,14,FALSE
658,1,1,4,3,2,15,22,12,20,14,TRUE
659,2,1,3,4,3,22,20,11,21,18,FALSE
659,2,1,3,4,3,25,25,20,21,21,TRUE
660,2,2,4,5,5,24,24,19,23,22,FALSE
660,2,2,4,5,5,21,22,20,17,22,TRUE
661,2,1,1,1,2,15,17,18,16,21,FALSE
661,2,1,1,1,2,17,21,20,18,21,TRUE
662,1,2,3,4,2,15,18,15,18,15,FALSE
662,1,2,3,4,2,13,16,11,13,12,TRUE
663,1,1,4,6,5,24,26,21,24,22,FALSE
663,1,1,4,6,5,24,24,21,20,21,TRUE
664,1,2,4,1,1,17,16,15,22,15,FALSE
664,1,2,4,1,1,13,19,16,25,19,TRUE
665,2,1,3,3,2,17,13,20,10,17,FALSE
665,2,1,3,3,2,26,20,17,20,17,TRUE
666,1,2,5,6,4,17,22,17,26,20,FALSE
666,1,2,5,6,4,18,21,21,17,20,TRUE
667,2,1,3,2,2,16,7,15,21,17,FALSE
667,2,1,3,2,2,17,20,18,18,16,TRUE
668,2,1,6,5,2,15,14,14,7,17,FALSE
668,2,1,6,5,2,13,14,11,16,18,TRUE
669,1,1,3,3,4,26,23,25,24,27,FALSE
669,1,1,3,3,4,24,27,24,27,24,TRUE
670,1,1,5,6,2,17,25,18,25,18,FALSE
670,1,1,5,6,2,23,25,19,23,21,TRUE
671,1,2,5,5,4,22,22,15,23,19,FALSE
671,1,2,5,5,4,21,20,22,23,21,TRUE
672,1,1,3,3,2,23,25,18,20,18,FALSE
672,1,1,3,3,2,18,26,21,25,20,TRUE
673,1,1,4,6,4,21,22,25,26,25,FALSE
673,1,1,4,6,4,22,27,26,26,25,TRUE
674,1,1,5,6,7,19,27,27,26,23,FALSE
674,1,1,5,6,7,21,28,29,29,24,TRUE
675,1,2,6,6,6,9,18,17,10,17,FALSE
675,1,2,6,6,6,21,32,26,28,24,TRUE
676,1,1,3,3,4,21,28,19,23,28,FALSE
676,1,1,3,3,4,23,31,24,26,27,TRUE
677,2,2,3,3,2,21,18,15,18,14,FALSE
677,2,2,3,3,2,18,20,18,16,18,TRUE
678,2,1,2,2,2,17,14,18,16,18,FALSE
678,2,1,2,2,2,18,14,20,15,18,TRUE
679,2,1,4,5,3,17,18,17,14,16,FALSE
679,2,1,4,5,3,15,20,17,24,15,TRUE
680,2,1,3,4,3,18,24,14,16,21,FALSE
680,2,1,3,4,3,20,25,17,15,20,TRUE
681,1,2,2,2,2,22,22,14,12,18,FALSE
681,1,2,2,2,2,22,20,19,10,18,TRUE
682,1,2,5,5,5,19,25,22,23,20,FALSE
682,1,2,5,5,5,22,25,30,25,24,TRUE
683,2,2,5,3,2,19,14,17,16,17,FALSE
683,2,2,5,3,2,15,20,14,19,16,TRUE
684,2,1,5,5,4,20,19,14,13,20,FALSE
684,2,1,5,5,4,21,21,22,13,22,TRUE
685,2,2,5,6,4,30,28,28,28,30,FALSE
685,2,2,5,6,4,29,29,27,29,30,TRUE
686,1,1,5,6,5,24,32,27,30,32,FALSE
686,1,1,5,6,5,26,30,30,30,32,TRUE
687,1,2,2,2,4,7,13,9,17,14,FALSE
687,1,2,2,2,4,13,20,17,19,15,TRUE
688,1,1,3,3,3,8,13,14,14,4,FALSE
688,1,1,3,3,3,12,18,13,16,12,TRUE
689,1,2,4,6,4,24,28,28,22,22,FALSE
689,1,2,4,6,4,19,31,31,27,26,TRUE
690,2,2,3,3,7,15,13,13,9,17,FALSE
690,2,2,3,3,7,17,17,18,16,20,TRUE
691,1,2,5,4,4,20,26,23,26,28,FALSE
691,1,2,5,4,4,27,32,32,29,30,TRUE
692,2,1,3,4,5,22,24,28,23,30,FALSE
692,2,1,3,4,5,24,27,26,23,29,TRUE
693,1,1,4,3,2,14,23,15,11,12,FALSE
693,1,1,4,3,2,13,22,18,12,14,TRUE
694,1,1,3,3,2,22,24,16,11,16,FALSE
694,1,1,3,3,2,18,24,20,26,18,TRUE
695,2,2,3,4,2,18,11,18,11,17,FALSE
695,2,2,3,4,2,20,23,24,16,22,TRUE
696,1,2,3,3,2,25,24,24,23,27,FALSE
696,1,2,3,3,2,26,25,29,26,28,TRUE
697,2,1,2,4,2,20,13,18,16,18,FALSE
697,2,1,2,4,2,23,15,23,15,19,TRUE
698,1,1,5,6,5,20,21,15,22,21,FALSE
698,1,1,5,6,5,20,20,18,24,18,TRUE
699,1,1,6,5,5,23,27,25,28,26,FALSE
699,1,1,6,5,5,21,32,28,28,23,TRUE
700,2,1,3,4,2,18,20,20,15,21,FALSE
700,2,1,3,4,2,20,20,21,15,21,TRUE
701,2,1,3,5,4,21,20,21,16,17,FALSE
701,2,1,3,5,4,19,17,20,23,18,TRUE
702,2,1,3,4,4,24,24,29,23,27,FALSE
702,2,1,3,4,4,29,30,28,28,29,TRUE
703,1,2,6,6,7,20,28,26,28,24,FALSE
703,1,2,6,6,7,21,21,14,15,14,TRUE
704,2,1,2,2,2,19,13,14,12,12,FALSE
704,2,1,2,2,2,19,14,17,12,13,TRUE
705,2,1,2,3,2,15,11,16,20,19,FALSE
705,2,1,2,3,2,20,21,20,11,20,TRUE
706,2,2,3,5,3,20,22,20,17,25,FALSE
706,2,2,3,5,3,21,26,19,16,23,TRUE
707,2,2,4,4,2,27,20,18,24,21,FALSE
707,2,2,4,4,2,21,14,18,19,20,TRUE
708,2,1,2,2,2,19,11,18,14,17,FALSE
708,2,1,2,2,2,21,15,18,23,17,TRUE
709,2,2,3,2,5,17,22,15,12,18,FALSE
709,2,2,3,2,5,19,17,20,16,16,TRUE
710,1,2,2,1,2,23,26,23,26,27,FALSE
710,1,2,2,1,2,25,12,22,25,26,TRUE
711,1,1,3,3,2,13,32,21,25,18,FALSE
711,1,1,3,3,2,10,31,24,26,20,TRUE
712,2,1,2,3,3,20,13,16,17,16,FALSE
712,2,1,2,3,3,19,19,16,20,17,TRUE
713,2,2,3,3,2,27,25,23,24,22,FALSE
713,2,2,3,3,2,21,23,20,19,21,TRUE
714,1,1,2,2,3,11,12,14,16,14,FALSE
714,1,1,2,2,3,12,10,15,16,15,TRUE
715,2,2,4,6,3,16,14,23,19,20,FALSE
715,2,2,4,6,3,20,16,23,25,27,TRUE
716,2,1,5,3,3,23,17,20,24,19,FALSE
716,2,1,5,3,3,22,17,24,21,22,TRUE
717,1,1,3,4,3,9,21,16,11,18,FALSE
717,1,1,3,4,3,15,20,17,12,17,TRUE
718,2,1,3,4,2,13,11,17,13,19,FALSE
718,2,1,3,4,2,17,11,18,10,19,TRUE
719,1,2,4,6,5,17,20,19,16,24,FALSE
719,1,2,4,6,5,16,24,19,23,24,TRUE
720,2,1,3,3,2,17,17,16,22,24,FALSE
720,2,1,3,3,2,22,17,21,14,27,TRUE
721,1,1,4,6,6,20,24,28,27,29,FALSE
721,1,1,4,6,6,20,32,30,30,30,TRUE
722,1,1,4,4,4,24,25,22,25,22,FALSE
722,1,1,4,4,4,19,28,23,26,22,TRUE
723,2,1,3,3,2,19,21,19,15,21,FALSE
723,2,1,3,3,2,19,18,17,15,22,TRUE
724,2,2,5,4,4,27,19,31,28,29,FALSE
724,2,2,5,4,4,25,20,27,27,28,TRUE
725,2,1,2,1,2,18,14,18,18,18,FALSE
725,2,1,2,1,2,17,13,18,19,16,TRUE
726,2,2,6,5,4,16,19,19,20,23,FALSE
726,2,2,6,5,4,12,17,18,16,23,TRUE
727,2,1,1,3,2,23,14,22,25,18,FALSE
727,2,1,1,3,2,26,12,23,20,18,TRUE
728,1,1,1,2,2,12,21,16,18,16,FALSE
728,1,1,1,2,2,19,20,19,18,20,TRUE
729,2,1,3,3,2,15,14,10,12,12,FALSE
729,2,1,3,3,2,17,19,17,21,14,TRUE
730,1,2,1,3,1,22,14,19,20,14,FALSE
730,1,2,1,3,1,27,22,24,28,25,TRUE
731,1,1,2,1,1,18,20,17,20,15,FALSE
731,1,1,2,1,1,17,16,18,12,15,TRUE
732,1,2,3,4,4,24,30,27,29,28,FALSE
732,1,2,3,4,4,20,20,21,24,23,TRUE
733,2,1,4,6,7,19,23,24,23,21,FALSE
733,2,1,4,6,7,22,29,27,23,25,TRUE
734,2,2,1,1,1,17,11,17,13,13,FALSE
734,2,2,1,1,1,17,10,19,10,14,TRUE
735,1,1,3,5,4,24,30,21,23,22,FALSE
735,1,1,3,5,4,20,22,20,23,20,TRUE
736,1,1,4,5,4,5,12,4,3,11,FALSE
736,1,1,4,5,4,6,13,3,6,15,TRUE
737,2,1,5,4,4,21,19,20,25,18,FALSE
737,2,1,5,4,4,16,11,16,12,14,TRUE
738,2,1,3,2,2,14,18,15,17,19,FALSE
738,2,1,3,2,2,18,14,16,14,14,TRUE
739,1,1,4,3,4,27,25,27,24,28,FALSE
739,1,1,4,3,4,26,22,25,27,28,TRUE
740,2,1,4,5,4,20,21,22,17,19,FALSE
740,2,1,4,5,4,24,23,20,11,18,TRUE
741,1,1,4,5,5,29,34,25,28,30,FALSE
741,1,1,4,5,5,24,35,23,30,28,TRUE
742,2,2,3,3,4,23,27,28,26,27,FALSE
742,2,2,3,3,4,20,21,25,24,22,TRUE
743,1,1,3,3,2,11,13,15,13,16,FALSE
743,1,1,3,3,2,19,14,19,16,17,TRUE
744,1,1,3,3,4,15,25,23,26,22,FALSE
744,1,1,3,3,4,18,22,27,21,20,TRUE
745,1,1,1,1,1,22,25,25,23,23,FALSE
745,1,1,1,1,1,21,27,25,22,23,TRUE
746,2,1,5,5,3,24,30,23,21,23,FALSE
746,2,1,5,5,3,22,28,20,20,20,TRUE
747,2,1,3,4,3,27,26,25,26,28,FALSE
747,2,1,3,4,3,24,26,25,25,24,TRUE
748,2,2,3,4,2,16,20,9,12,16,FALSE
748,2,2,3,4,2,22,20,21,22,21,TRUE
749,2,1,1,1,1,13,10,13,12,16,FALSE
749,2,1,1,1,1,13,12,8,7,15,TRUE
750,1,1,3,5,3,22,29,23,23,21,FALSE
750,1,1,3,5,3,26,30,25,25,24,TRUE
751,1,2,4,2,2,24,24,27,28,18,FALSE
751,1,2,4,2,2,22,22,24,24,20,TRUE
752,2,1,2,4,3,15,17,18,19,23,FALSE
752,2,1,2,4,3,17,18,12,14,23,TRUE
753,2,2,2,3,1,16,13,17,13,18,FALSE
753,2,2,2,3,1,20,16,17,15,23,TRUE
754,2,1,5,3,5,22,23,20,22,23,FALSE
754,2,1,5,3,5,26,24,23,23,26,TRUE
755,1,1,4,4,1,21,30,28,25,27,FALSE
755,1,1,4,4,1,21,29,24,25,23,TRUE
756,2,2,3,4,2,24,14,20,18,20,FALSE
756,2,2,3,4,2,26,19,20,18,21,TRUE
757,1,1,3,3,3,22,30,25,27,23,FALSE
757,1,1,3,3,3,24,25,26,29,23,TRUE
758,1,2,5,6,3,15,25,16,14,23,FALSE
758,1,2,5,6,3,9,8,13,8,14,TRUE
759,1,1,3,1,1,27,29,28,32,27,FALSE
759,1,1,3,1,1,26,28,29,31,32,TRUE
760,1,2,4,3,2,24,20,22,18,21,FALSE
760,1,2,4,3,2,24,28,18,24,20,TRUE
761,2,2,3,4,5,22,19,22,18,20,FALSE
761,2,2,3,4,5,20,21,15,21,20,TRUE
762,1,2,3,5,4,23,33,25,23,24,FALSE
762,1,2,3,5,4,14,23,23,24,22,TRUE
763,2,2,3,6,3,9,13,12,6,13,FALSE
763,2,2,3,6,3,12,14,13,11,15,TRUE
764,1,2,1,4,2,23,29,24,19,23,FALSE
764,1,2,1,4,2,17,24,20,21,22,TRUE
765,1,2,1,1,1,15,21,22,19,21,FALSE
765,1,2,1,1,1,20,22,25,25,24,TRUE
766,1,1,3,4,4,16,22,26,23,25,FALSE
766,1,1,3,4,4,18,23,24,21,27,TRUE
767,2,1,4,4,3,18,12,20,15,19,FALSE
767,2,1,4,4,3,17,7,18,11,21,TRUE
768,2,2,3,4,2,23,14,24,20,25,FALSE
768,2,2,3,4,2,20,25,18,25,21,TRUE
